m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
400,Jordan,,115,Barley,2010,4.6,4.60%,11130.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2010,2.58,2.58%,501.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1510,Potatoes,2010,6.18,6.18%,10808.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2009,2.53,2.53%,462.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1510,Potatoes,2009,5.51,5.51%,6545.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2008,4.72,4.72%,31484.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2008,2.19,2.19%,295.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2007,2.31,2.31%,25030.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2007,5.15,5.15%,41985.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2007,2.68,2.68%,450.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2006,4.09,4.09%,25140.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2006,5.8,5.80%,41760.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2006,2.79,2.79%,490.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2005,3.27,3.27%,24400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2005,5.22,5.22%,34420.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,1444,Sesame seed,2005,3.3,3.30%,522.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2004,2.79,2.79%,22595.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2004,5.23,5.23%,41067.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2003,3.32,3.32%,25300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2003,5.28,5.28%,31000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,111,Wheat,2002,3.32,3.32%,22000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
400,Jordan,,115,Barley,2002,5.26,5.26%,19574.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
410,Republic of Korea,,111,Wheat,2003,0.79,0.79%,30000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
410,Republic of Korea,,111,Wheat,2002,0.93,0.93%,36000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
410,Republic of Korea,,111,Wheat,2001,1.73,1.73%,63000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
410,Republic of Korea,,111,Wheat,2000,0.6,0.60%,20000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
410,Republic of Korea,,113,Rice,2000,6.41,6.41%,461248.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2013,4.65,4.65%,62000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2012,4.68,4.68%,61400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2011,4.55,4.55%,62700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2010,4.61,4.61%,61800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2008,4.72,4.72%,63000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2007,4.58,4.58%,62900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2006,4.81,4.81%,60300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2005,0.71,0.71%,8100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,1510,Potatoes,2004,0.74,0.74%,10100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
417,Kyrgyzstan,,113,Rice,2000,0.2,0.20%,38.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,115,Barley,2017,0.58,0.58%,1400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,116,Rye,2017,0.93,0.93%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,1510,Potatoes,2017,0.86,0.86%,3500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,111,Wheat,2016,0.32,0.32%,6600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,115,Barley,2016,0.49,0.49%,1400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,116,Rye,2016,0.92,0.92%,1300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,117,Oats,2016,1.3,1.30%,1900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,1510,Potatoes,2016,0.69,0.69%,3400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,111,Wheat,2015,0.26,0.26%,5800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,115,Barley,2015,0.36,0.36%,1400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,116,Rye,2015,0.19,0.19%,300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,117,Oats,2015,0.5,0.50%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,1510,Potatoes,2015,0.66,0.66%,3300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,111,Wheat,2014,0.33,0.33%,4800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,115,Barley,2014,0.19,0.19%,800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,116,Rye,2014,0.26,0.26%,300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,117,Oats,2014,0.45,0.45%,700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
428,Latvia,,1510,Potatoes,2014,0.65,0.65%,3300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2017,1.48,1.48%,57800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2017,1.5,1.50%,7800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2017,3.0,3%,7100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1705,"Peas, dry",2017,5.99,5.99%,26900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.02,Lupins,2017,5.34,5.34%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.9,Pulses n.e.,2017,4.96,4.96%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2016,1.5,1.50%,57700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2016,2.0,2%,10900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,116,Rye,2016,1.55,1.55%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,117,Oats,2016,2.0,2%,3100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1191,Triticale,2016,1.99,1.99%,6600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2016,6.0,6%,21100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1705,"Peas, dry",2016,2.99,2.99%,11900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.02,Lupins,2016,2.19,2.19%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.9,Pulses n.e.,2016,2.18,2.18%,500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2015,1.1,1.10%,48200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2015,1.5,1.50%,12200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,116,Rye,2015,1.48,1.48%,1600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,117,Oats,2015,1.53,1.53%,2500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1191,Triticale,2015,1.49,1.49%,7000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2015,5.99,5.99%,23900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1705,"Peas, dry",2015,3.98,3.98%,9100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.02,Lupins,2015,4.13,4.13%,200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.9,Pulses n.e.,2015,4.65,4.65%,1200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2014,0.63,0.63%,20400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2014,1.26,1.26%,12800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,116,Rye,2014,3.4,3.40%,2900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,117,Oats,2014,2.83,2.83%,5200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1191,Triticale,2014,2.61,2.61%,10300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2014,5.91,5.91%,27700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1705,"Peas, dry",2014,2.08,2.08%,2100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1709.02,Lupins,2014,3.23,3.23%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2013,0.64,0.64%,18300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2013,2.22,2.22%,15200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2013,6.87,6.87%,29300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2012,0.69,0.69%,20800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2012,2.1,2.10%,15600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2012,6.66,6.66%,36600.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2011,1.01,1.01%,18900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2011,2.28,2.28%,17300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2011,5.07,5.07%,29800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2010,1.12,1.12%,19100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2010,3.27,3.27%,18000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2010,7.21,7.21%,34400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2009,1.02,1.02%,21400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2009,2.21,2.21%,19000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2009,6.96,6.96%,46100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2008,1.0,1%,17200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2008,2.0,2%,19400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2008,5.93,5.93%,42500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2007,2.0,2%,27800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2007,2.0,2%,20300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2007,6.27,6.27%,36100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2007,0.02,0.02%,12.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2006,2.0,2%,16200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2006,2.0,2%,14900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2006,8.38,8.38%,38300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2006,0.02,0.02%,10.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2005,2.33,2.33%,32100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2005,2.5,2.50%,23700.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2005,8.94,8.94%,80000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2005,0.03,0.03%,18.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2004,2.55,2.55%,36400.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2004,2.57,2.57%,22100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2004,11.05,11.05%,112900.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2004,0.03,0.03%,18.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2003,3.0,3%,36100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2003,3.0,3%,27000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2003,7.06,7.06%,102000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2003,0.02,0.02%,11.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2002,3.0,3%,36500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2002,3.0,3%,26100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2002,6.4,6.40%,98000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2002,0.02,0.02%,11.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2001,3.0,3%,32300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,115,Barley,2001,2.99,2.99%,23200.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2001,11.14,11.14%,117500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2001,0.02,0.02%,11.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,111,Wheat,2000,2.38,2.38%,29500.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,1510,Potatoes,2000,6.74,6.74%,120800.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
440,Lithuania,,231,"Hen eggs in shell, fresh",2000,0.07,0.07%,28.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
442,Luxembourg,,1510,Potatoes,2016,9.0,9%,1684.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
442,Luxembourg,,1510,Potatoes,2015,9.0,9%,1167.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
442,Luxembourg,,1510,Potatoes,2014,9.0,9%,1708.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
442,Luxembourg,,1510,Potatoes,2000,4.27,4.27%,1000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,111,Wheat,2016,7.1,7.10%,22000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,112,Maize (corn),2016,15.01,15.01%,422000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,113,Rice,2016,8.31,8.31%,231000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,118,Millet,2016,16.27,16.27%,294000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,142,"Groundnuts, excluding shelled",2016,12.02,12.02%,45000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1444,Sesame seed,2016,10.64,10.64%,4000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1530,Sweet potatoes,2016,15.04,15.04%,82000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1540,Yams,2016,3.37,3.37%,4000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,111,Wheat,2015,6.67,6.67%,21000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,112,Maize (corn),2015,15.03,15.03%,342000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,113,Rice,2015,8.28,8.28%,193000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,142,"Groundnuts, excluding shelled",2015,9.97,9.97%,52000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1444,Sesame seed,2015,9.22,9.22%,4000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1540,Yams,2015,6.04,6.04%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,111,Wheat,2014,8.55,8.55%,19000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,112,Maize (corn),2014,15.02,15.02%,262000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,113,Rice,2014,8.49,8.49%,184000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,142,"Groundnuts, excluding shelled",2014,6.09,6.09%,31000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1444,Sesame seed,2014,8.85,8.85%,2000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
466,Mali,,1530,Sweet potatoes,2014,14.91,14.91%,57000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
